language,label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23
I374,s5544471,+,-,+,-,+,-,-,+,-,-,+,+,-,+,-,-,-,-,+,-,+,+,+
I374,s1018815,-,-,-,+,+,+,+,+,-,-,-,+,-,+,+,+,-,+,+,+,+,+,+
I374,s767872,-,-,-,+,-,+,+,+,-,+,+,-,+,+,+,+,-,-,-,-,-,-,-
I374,s1287382,-,-,+,-,-,+,+,+,-,+,-,-,+,-,-,+,+,-,+,-,+,+,-
I374,s3655572,-,+,+,-,+,+,+,+,+,-,-,-,+,+,+,+,-,-,+,-,+,-,-
I374,s5126727,+,-,-,+,+,+,-,-,-,+,+,+,-,+,-,-,+,-,-,-,+,+,+
I374,s859275,-,-,-,+,+,-,+,-,-,-,+,+,+,-,-,+,-,-,-,+,-,+,+
I374,s1204004,-,-,+,-,-,+,-,-,+,-,+,+,+,+,+,-,-,+,-,-,+,-,-
I374,s3385500,-,+,+,-,-,+,+,+,-,+,-,+,-,-,-,+,-,-,+,+,+,-,-
I374,s4528584,+,-,-,-,+,-,+,-,-,-,+,+,-,-,+,+,+,-,-,+,-,-,-
I374,s433447,-,-,-,-,+,+,-,+,-,-,+,+,+,-,+,-,-,+,-,-,+,+,+
I374,s2168045,-,+,-,-,-,-,+,-,-,-,+,-,+,-,-,+,+,+,-,+,+,-,+
I375,s8176628,+,+,+,+,+,-,-,+,+,-,-,-,-,+,+,+,+,+,+,-,+,-,-
I375,s819714,-,-,-,+,+,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,+,-
I375,s4656143,+,-,-,-,+,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,+,+
I375,s4499705,+,-,-,-,+,-,-,+,-,+,-,+,-,-,-,+,+,+,+,+,-,-,+
I375,s4124674,-,+,+,+,+,+,-,+,+,+,+,-,-,-,-,-,-,-,-,-,-,+,-
I375,s3126473,-,+,-,+,+,+,+,+,-,+,+,-,+,-,-,+,+,-,-,+,-,-,+
I375,s2636744,-,+,-,+,-,-,-,-,-,+,+,+,-,+,+,+,+,-,-,+,-,-,-
I375,s7531102,+,+,+,-,-,+,-,+,+,+,-,+,-,+,-,-,+,-,+,+,+,+,-
I375,s1085136,-,-,+,-,-,-,-,+,-,-,-,+,+,+,-,+,+,-,+,-,-,-,-
I375,s487812,-,-,-,-,+,+,+,-,+,+,+,-,-,-,+,+,-,-,-,-,+,-,-
I375,s7675033,+,+,+,-,+,-,+,-,-,-,+,+,+,-,-,+,-,-,+,+,-,-,+
I375,s2548575,-,+,-,-,+,+,-,+,+,+,-,-,-,+,+,-,+,-,+,+,+,+,+
I375,s8186976,+,+,+,+,+,-,-,+,+,+,-,+,+,-,-,-,+,+,-,-,-,-,-
I375,s1160244,-,-,+,-,-,-,+,+,-,+,+,-,+,-,-,-,-,+,+,-,+,-,-
I375,s4936948,+,-,-,+,-,+,+,-,+,-,+,-,+,-,-,+,+,+,+,-,+,-,-
I375,s4859407,+,-,-,+,-,+,-,-,-,+,-,-,+,+,-,-,-,-,-,+,+,+,+
I375,s7811043,+,+,+,-,+,+,+,-,-,+,-,+,+,+,+,+,+,+,-,-,-,+,+
I375,s432275,-,-,-,-,+,+,-,+,-,-,+,+,-,-,-,+,-,-,+,-,-,+,+
I375,s6485453,+,+,-,-,-,+,-,+,+,+,+,-,+,-,+,+,+,-,-,+,+,-,+
I375,s5662031,+,-,+,-,+,+,-,-,+,+,-,-,+,-,+,-,+,-,-,+,+,+,+
I375,s3426860,-,+,+,-,+,-,-,-,+,-,-,+,-,+,-,-,-,+,-,+,+,-,-
I375,s3969914,-,+,+,+,+,-,-,+,-,-,+,-,-,+,+,-,+,+,+,+,-,+,-
I375,s5963672,+,-,+,+,-,+,-,+,+,+,+,+,+,+,+,+,-,-,+,+,-,-,-
I375,s1325492,-,-,+,-,+,-,-,-,-,+,+,+,-,-,+,+,-,+,+,-,+,-,-
I375,s7745918,+,+,+,-,+,+,-,-,-,+,+,-,-,-,+,-,+,+,+,+,+,+,-
I376,s4858178,+,-,-,+,-,+,-,-,-,+,-,-,-,-,+,-,+,-,-,-,-,+,-
I376,s275799,-,-,-,-,+,-,-,-,-,+,+,-,+,-,+,-,+,-,+,-,+,+,+
I376,s848762,-,-,-,+,+,-,-,+,+,+,+,-,-,+,+,-,+,+,+,+,-,+,-
I376,s2582413,-,+,-,-,+,+,+,-,+,+,-,-,+,+,+,+,-,-,-,+,+,-,+
I376,s6641688,+,+,-,-,+,-,+,-,+,-,+,+,-,-,-,-,-,-,+,+,-,-,-
I376,s4468316,+,-,-,-,+,-,-,-,-,+,-,+,+,+,-,-,+,-,+,+,+,-,-
I376,s7717124,+,+,+,-,+,-,+,+,+,-,-,-,-,-,+,-,-,-,-,-,+,-,-
I376,s7389053,+,+,+,-,-,-,-,+,-,+,+,+,+,+,+,-,+,+,+,+,+,-,+
I376,s7593172,+,+,+,-,-,+,+,+,+,-,+,+,+,-,-,+,+,-,+,-,+,-,-
I376,s2460038,-,+,-,-,+,-,+,+,-,-,-,+,-,-,+,+,-,-,-,-,+,+,-
I376,s2619080,-,+,-,-,+,+,+,+,+,+,+,-,+,+,-,+,+,-,-,+,-,-,-
I376,s6677105,+,+,-,-,+,-,+,+,+,+,-,-,-,+,-,-,+,+,+,-,-,-,+
I376,s3512667,-,+,+,-,+,-,+,+,-,-,+,+,-,-,+,-,+,-,+,+,-,+,+
I376,s6428650,+,+,-,-,-,+,-,-,-,-,+,-,+,+,+,+,+,+,-,+,-,+,-
I376,s1360396,-,-,+,-,+,-,-,+,+,-,-,-,-,+,-,-,-,-,-,+,+,-,-
I376,s4667195,+,-,-,-,+,+,+,-,-,+,+,-,+,+,+,-,-,+,+,+,-,+,+
I376,s6032542,+,-,+,+,+,-,-,-,-,-,-,+,+,-,-,+,-,-,+,+,+,+,-
I376,s7005506,+,+,-,+,-,+,-,+,+,+,-,-,+,-,+,-,+,-,-,-,-,+,-
I376,s2404949,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,-,+,-,+,-,+,-,+
I376,s2456353,-,+,-,-,+,-,+,-,+,+,+,+,-,+,+,-,-,+,-,-,-,-,+
I376,s1714669,-,-,+,+,-,+,-,-,-,+,-,+,-,-,+,+,+,+,-,+,+,-,+
I376,s4533066,+,-,-,-,+,-,+,-,-,+,-,+,-,+,+,-,+,-,-,+,-,+,-
I376,s6663880,+,+,-,-,+,-,+,+,-,+,-,+,+,+,-,+,+,-,-,+,-,-,-
I376,s4148837,-,+,+,+,+,+,+,-,+,-,-,+,+,+,-,-,+,+,-,-,+,-,+
I376,s3592831,-,+,+,-,+,+,-,+,+,-,+,-,-,+,-,-,+,+,+,+,+,+,+
I377,s4587299,+,-,-,-,+,-,+,+,+,+,+,+,+,+,+,-,-,+,-,-,-,+,+
I377,s6116648,+,-,+,+,+,-,+,-,+,-,+,-,+,-,+,-,-,+,-,+,-,-,-
I377,s1789464,-,-,+,+,-,+,+,-,+,-,-,+,+,+,-,-,-,-,+,+,-,-,-
I377,s6538398,+,+,-,-,-,+,+,+,+,-,-,-,+,-,-,+,-,-,+,+,+,+,-
I377,s5623669,+,-,+,-,+,-,+,+,+,-,-,+,+,+,+,-,+,+,+,-,+,-,+
I377,s5785217,+,-,+,+,-,-,-,-,+,-,-,-,+,+,-,+,-,-,-,-,-,-,+
I377,s1674584,-,-,+,+,-,-,+,+,-,-,-,+,+,-,+,-,+,-,+,+,-,-,-
I377,s3862655,-,+,+,+,-,+,-,+,+,+,+,-,-,-,-,-,+,+,+,+,+,+,+
I377,s8323186,+,+,+,+,+,+,+,-,-,-,-,-,-,-,-,-,+,+,+,-,-,+,-
I377,s3065572,-,+,-,+,+,+,-,+,+,-,-,-,+,+,-,+,+,+,-,-,+,-,-
I377,s2469140,-,+,-,-,+,-,+,+,-,+,-,+,+,-,+,-,-,-,+,-,+,-,-
I377,s7144880,+,+,-,+,+,-,+,-,-,-,-,-,+,-,+,+,-,+,+,-,-,-,-
I377,s4047460,-,+,+,+,+,-,+,+,+,-,-,-,-,+,-,-,+,+,-,-,+,-,-
I377,s5317009,+,-,+,-,-,-,+,-,-,+,-,-,-,-,+,+,-,-,+,-,-,-,+
I377,s2076159,-,-,+,+,+,+,+,+,-,+,-,+,+,-,+,+,+,+,+,+,+,+,+
I377,s5898971,+,-,+,+,-,+,-,-,-,-,-,-,-,+,-,+,+,-,+,+,-,+,+
I377,s1706938,-,-,+,+,-,+,-,-,-,-,-,+,-,+,+,+,-,+,+,+,-,+,-
I377,s7515867,+,+,+,-,-,+,-,+,-,+,-,+,+,+,-,+,+,-,+,+,-,+,+
I377,s3671596,-,+,+,+,-,-,-,-,-,-,-,-,+,+,-,-,-,+,-,+,+,-,-
I377,s497312,-,-,-,-,+,+,+,+,-,-,+,-,+,+,-,+,-,+,-,-,-,-,-
I377,s4389069,+,-,-,-,-,+,-,+,+,+,+,+,-,-,-,+,+,-,-,+,+,-,+
I377,s3822075,-,+,+,+,-,+,-,-,+,-,+,-,-,-,+,+,+,+,+,+,-,+,+
I377,s7061867,+,+,-,+,-,+,+,+,+,-,-,-,-,-,+,-,+,+,-,+,-,+,+
I377,s1312385,-,-,+,-,+,-,-,-,-,-,-,-,+,+,-,+,-,-,-,-,-,-,+
I377,s7317356,+,+,-,+,+,+,+,+,-,+,-,-,+,+,+,-,+,+,-,+,+,-,-
I378,s3641533,-,+,+,-,+,+,+,+,-,-,+,-,-,-,-,+,-,+,+,+,+,-,+
I378,s4394820,+,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,+,-,-,-,+,-,-
I378,s1056096,-,-,+,-,-,-,-,-,-,-,+,+,+,-,+,-,+,+,-,-,-,-,-
I378,s513500,-,-,-,-,+,+,+,+,+,-,+,-,+,-,+,+,+,-,+,+,+,-,-
I378,s6456663,+,+,-,-,-,+,-,+,-,-,-,-,+,-,+,-,+,-,+,-,+,+,+
I378,s7346319,+,+,+,-,-,-,-,-,-,-,+,+,-,-,-,+,-,-,-,+,+,+,+
I378,s3497879,-,+,+,-,+,-,+,-,+,-,+,+,+,+,+,+,-,-,+,-,+,+,+
I378,s5579793,+,-,+,-,+,-,+,-,-,+,-,-,+,-,-,-,-,-,+,-,-,-,+
I378,s4409880,+,-,-,-,-,+,+,-,+,-,-,+,-,+,-,-,-,-,+,+,-,-,-
I378,s7689787,+,+,+,-,+,-,+,-,+,-,+,-,+,+,-,-,-,+,+,+,-,+,+
I378,s5869791,+,-,+,+,-,-,+,+,-,-,+,-,-,-,-,+,+,-,+,+,+,+,+
I378,s2081701,-,-,+,+,+,+,+,+,+,-,-,-,-,+,+,+,-,+,-,-,+,-,+
I378,s7091184,+,+,-,+,+,-,-,-,-,+,+,-,-,+,+,+,+,+,+,-,-,-,-
I378,s4086678,-,+,+,+,+,+,-,-,+,-,+,+,-,+,+,+,-,-,+,-,+,+,-
I378,s879237,-,-,-,+,+,-,+,-,+,+,-,+,-,+,-,+,-,-,-,-,+,-,+
I378,s5078907,+,-,-,+,+,-,+,-,+,+,+,+,+,+,+,-,+,+,+,+,-,+,+
I378,s7749028,+,+,+,-,+,+,-,-,-,+,+,+,+,-,+,+,-,+,-,-,+,-,-
I378,s3379013,-,+,+,-,-,+,+,+,-,-,-,+,+,+,+,-,+,-,-,-,+,-,+
I378,s2671972,-,+,-,+,-,-,-,+,+,-,-,-,+,-,+,-,+,+,-,-,+,-,-
I378,s396438,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,+,-,+,+,-
I378,s2490795,-,+,-,-,+,+,-,-,-,-,-,-,-,-,+,+,-,+,-,+,-,+,+
I378,s1933664,-,-,+,+,+,-,+,+,-,-,-,-,-,-,+,-,+,+,-,-,-,-,-
I378,s5856457,+,-,+,+,-,-,+,-,+,-,+,+,+,-,-,+,+,-,-,+,-,-,+
I378,s205196,-,-,-,-,-,+,+,-,-,+,-,-,-,-,+,+,-,-,-,+,+,-,-
I378,s6228110,+,-,+,+,+,+,+,-,-,-,-,+,-,-,-,+,-,-,-,+,+,+,-
I379,s2179492,-,+,-,-,-,-,+,-,+,-,-,-,-,-,+,+,-,+,-,-,+,-,-
I379,s7702878,+,+,+,-,+,-,+,+,-,-,-,+,-,-,+,-,+,-,+,+,+,+,-
I379,s6614401,+,+,-,-,+,-,-,+,+,+,-,+,+,-,+,+,-,-,-,-,-,-,+
I379,s1018225,-,-,-,+,+,+,+,+,-,-,-,+,-,-,+,-,+,+,+,-,-,-,+
I379,s6679499,+,+,-,-,+,-,+,+,+,+,-,+,-,+,+,+,+,-,-,+,-,+,+
I379,s6685678,+,+,-,-,+,+,-,-,-,-,-,-,-,+,+,+,+,+,-,+,+,+,-
I379,s8363577,+,+,+,+,+,+,+,+,-,-,+,+,+,+,-,-,-,+,+,+,-,-,+
I379,s2432997,-,+,-,-,+,-,+,-,-,-,+,+,+,+,+,+,+,+,-,-,+,-,+
I379,s608142,-,-,-,+,-,-,+,-,+,-,-,-,+,+,+,+,-,-,-,+,+,+,-
I379,s2052436,-,-,+,+,+,+,+,-,+,-,+,-,-,-,+,-,+,-,+,-,+,-,-
I379,s5957223,+,-,+,+,-,+,-,+,+,+,-,-,+,+,-,-,+,+,-,-,+,+,+
I379,s8219837,+,+,+,+,+,-,+,-,+,+,-,+,+,-,-,+,-,+,+,+,+,-,+
I379,s6039793,+,-,+,+,+,-,-,-,-,+,-,+,-,-,-,+,+,+,+,-,-,-,+
I379,s3667218,-,+,+,-,+,+,+,+,+,+,+,-,+,-,+,-,-,-,+,-,-,+,-
I379,s5307883,+,-,+,-,-,-,-,+,+,+,+,+,+,-,+,+,+,+,-,+,-,+,+
I379,s1947579,-,-,+,+,+,-,+,+,-,+,+,-,+,+,+,+,-,+,+,+,-,+,+
I379,s1241010,-,-,+,-,-,+,-,+,+,+,-,+,+,+,+,+,-,+,+,-,-,+,-
I379,s545482,-,-,-,+,-,-,-,-,+,-,+,-,-,+,-,+,+,-,-,+,-,+,-
I379,s7266741,+,+,-,+,+,+,-,+,+,+,-,-,-,-,+,+,-,+,+,-,+,-,+
I379,s7766256,+,+,+,-,+,+,-,+,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-
I379,s1294187,-,-,+,-,-,+,+,+,-,+,+,+,+,+,+,-,+,+,-,+,-,+,+
I379,s2485478,-,+,-,-,+,-,+,+,+,+,-,+,+,-,-,+,+,+,-,-,+,+,-
I379,s3690849,-,+,+,+,-,-,-,-,+,-,+,-,-,-,+,-,+,+,-,-,-,-,+
I379,s8370176,+,+,+,+,+,+,+,+,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-
I379,s5223648,+,-,-,+,+,+,+,+,-,+,+,-,+,-,-,+,+,+,-,-,-,-,-
I380,s4284326,+,-,-,-,-,-,+,-,+,-,+,+,+,+,+,+,-,+,-,-,+,+,-
I380,s996484,-,-,-,+,+,+,+,-,-,+,+,-,+,-,-,+,-,-,-,-,+,-,-
I380,s4496664,+,-,-,-,+,-,-,+,-,-,+,+,+,-,+,-,-,-,+,+,-,-,-
I380,s8059225,+,+,+,+,-,+,-,+,+,+,+,+,-,-,+,-,+,-,+,+,-,-,+
I380,s1647808,-,-,+,+,-,-,+,-,-,+,-,-,+,-,-,+,+,-,-,-,-,-,-
I380,s6917006,+,+,-,+,-,-,+,+,-,-,-,+,-,+,+,+,-,-,-,+,+,+,-
I380,s795702,-,-,-,+,+,-,-,-,-,+,-,-,+,-,-,-,-,+,+,-,+,+,-
I380,s6682932,+,+,-,-,+,-,+,+,+,+,+,+,-,-,+,-,-,+,+,-,+,-,-
I380,s5805701,+,-,+,+,-,-,-,+,-,-,+,-,+,+,-,+,-,-,-,-,+,-,+
I380,s4183819,-,+,+,+,+,+,+,+,+,-,+,-,+,+,+,-,-,-,-,+,-,+,+
I380,s6467774,+,+,-,-,-,+,-,+,-,+,+,-,-,-,-,+,-,+,+,+,+,+,-
I380,s2823168,-,+,-,+,-,+,+,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-
I380,s2326793,-,+,-,-,-,+,+,+,-,-,-,-,-,-,+,-,-,-,-,+,-,-,+
I380,s7120243,+,+,-,+,+,-,-,+,-,+,-,-,+,-,+,-,+,+,+,-,-,+,+
I380,s3787205,-,+,+,+,-,-,+,+,+,-,-,+,-,-,+,+,+,-,-,-,+,-,+
I380,s343750,-,-,-,-,+,-,+,-,-,+,+,+,+,+,-,+,+,-,-,-,+,+,-
I380,s5245532,+,-,+,-,-,-,-,-,-,-,-,+,-,+,-,-,+,-,+,+,+,-,-
I380,s2197875,-,+,-,-,-,-,+,+,-,-,-,+,-,-,+,-,+,+,+,-,-,+,+
I380,s5202574,+,-,-,+,+,+,+,-,+,+,-,-,-,+,-,+,-,-,-,+,+,+,-
I380,s3863206,-,+,+,+,-,+,-,+,+,+,+,-,-,+,-,+,-,+,-,-,+,+,-
I380,s8151042,+,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,+,-
I380,s1311315,-,-,+,-,+,-,-,-,-,-,-,-,-,+,-,-,+,-,+,-,-,+,+
I380,s4606350,+,-,-,-,+,+,-,-,+,-,-,+,-,-,+,+,-,-,-,+,+,+,-
I380,s2556730,-,+,-,-,+,+,+,-,-,-,-,-,-,+,+,-,-,+,+,+,-,+,-
I380,s2410245,-,+,-,-,+,-,-,+,+,-,-,-,+,+,+,-,-,-,-,-,+,-,+
I381,s3579344,-,+,+,-,+,+,-,+,-,-,+,+,+,-,+,+,+,-,+,-,-,-,-
I381,s2425617,-,+,-,-,+,-,+,-,-,-,-,-,-,+,+,-,-,-,+,-,-,-,+
I381,s4114856,-,+,+,+,+,+,-,+,+,-,-,+,-,-,+,+,-,+,-,+,-,-,-
I381,s6300603,+,+,-,-,-,-,-,-,-,+,-,-,-,+,+,+,-,+,+,+,-,+,+
I381,s6542190,+,+,-,-,-,+,+,+,+,-,+,-,-,+,+,-,+,+,-,+,+,+,-
I381,s4476120,+,-,-,-,+,-,-,-,+,-,-,+,+,-,-,+,+,-,+,+,-,-,-
I381,s7958622,+,+,+,+,-,-,+,-,+,+,+,-,-,-,-,-,+,-,+,+,+,+,-
I381,s1593294,-,-,+,+,-,-,-,-,+,-,-,+,+,+,+,+,+,-,-,+,+,+,-
I381,s1881027,-,-,+,+,+,-,-,+,-,+,+,-,-,+,+,+,+,-,-,-,-,+,+
I381,s5549396,+,-,+,-,+,-,-,+,-,+,-,+,+,-,+,-,+,-,+,-,+,-,-
I381,s5954204,+,-,+,+,-,+,-,+,+,-,+,+,-,+,-,+,-,-,+,+,+,-,-
I381,s2914134,-,+,-,+,+,-,-,-,+,+,+,-,+,+,+,-,+,-,+,-,+,+,-
I381,s238590,-,-,-,-,-,+,+,+,-,+,-,-,-,+,+,+,+,+,+,+,+,+,-
I381,s2281912,-,+,-,-,-,+,-,+,+,-,+,-,-,-,+,+,-,+,+,+,-,-,-
I381,s4339906,+,-,-,-,-,+,-,-,-,+,+,+,-,-,-,+,+,-,-,-,-,+,-
I381,s3560322,-,+,+,-,+,+,-,-,+,-,+,-,-,+,+,+,-,-,-,-,-,+,-
I381,s3451575,-,+,+,-,+,-,-,+,-,+,-,+,-,+,-,+,-,+,+,-,+,+,+
I381,s1835640,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,+,+,+,+,-,-,-
I381,s2920908,-,+,-,+,+,-,-,+,-,-,+,-,-,-,+,+,+,-,-,+,+,-,-
I381,s3881103,-,+,+,+,-,+,+,-,-,+,+,+,-,-,-,+,-,-,-,+,+,+,+
I381,s2495392,-,+,-,-,+,+,-,-,-,-,+,-,-,+,+,+,-,+,-,-,-,-,-
I381,s2555468,-,+,-,-,+,+,-,+,+,+,+,+,+,+,-,-,+,-,-,+,+,-,-
I381,s4970519,+,-,-,+,-,+,+,+,+,-,+,+,-,-,-,-,-,-,+,-,+,+,+
I381,s7902152,+,+,+,+,-,-,-,+,-,-,+,-,-,+,+,+,+,-,-,+,-,-,-
I381,s6298323,+,+,-,-,-,-,-,-,-,-,+,+,-,+,-,+,+,-,+,-,-,+,+
I382,s3350014,-,+,+,-,-,+,+,-,-,-,+,+,+,-,+,+,+,+,+,+,+,+,-
I382,s1560349,-,-,+,-,+,+,+,+,+,-,-,+,+,+,+,-,-,-,+,+,+,-,+
I382,s393774,-,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,-,+,-,+,+,+,-
I382,s2152701,-,+,-,-,-,-,-,+,+,-,+,+,-,-,-,+,+,+,+,+,+,-,+
I382,s5862095,+,-,+,+,-,-,+,-,+,+,+,-,-,+,-,+,+,-,-,+,+,+,+
I382,s279773,-,-,-,-,+,-,-,-,+,-,-,-,+,-,-,+,+,-,+,+,+,-,+
I382,s5221500,+,-,-,+,+,+,+,+,-,+,-,+,+,-,-,-,+,+,+,+,+,-,-
I382,s4177971,-,+,+,+,+,+,+,+,+,-,-,-,-,-,-,-,-,+,+,-,-,+,+
I382,s1896276,-,-,+,+,+,-,-,+,+,+,-,+,+,+,+,-,+,-,+,-,+,-,-
I382,s2431752,-,+,-,-,+,-,+,-,-,-,+,+,-,+,+,-,-,-,-,+,-,-,-
I382,s6534225,+,+,-,-,-,+,+,+,-,+,+,-,+,-,-,-,+,-,+,-,-,-,+
I382,s7911034,+,+,+,+,-,-,-,+,-,+,+,-,+,+,-,-,+,+,+,+,-,+,-
I382,s5485850,+,-,+,-,-,+,+,+,-,+,+,-,+,-,+,-,-,-,+,+,-,+,-
I382,s3175553,-,+,+,-,-,-,-,-,+,+,+,-,+,-,-,+,-,-,-,-,-,-,+
I382,s7137634,+,+,-,+,+,-,-,+,+,+,-,+,-,-,+,-,+,+,-,-,-,+,-
I382,s5508392,+,-,+,-,+,-,-,-,-,-,-,+,+,-,+,-,-,+,-,+,-,-,-
I382,s6739819,+,+,-,-,+,+,-,+,+,-,+,-,+,+,+,-,+,+,-,+,-,+,+
I382,s8056596,+,+,+,+,-,+,-,+,+,+,-,+,+,+,+,-,-,-,+,-,+,-,-
I382,s6606524,+,+,-,-,+,-,-,+,+,-,-,+,+,+,-,+,-,+,+,+,+,-,-
I382,s2511634,-,+,-,-,+,+,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,+,-
I382,s1648387,-,-,+,+,-,-,+,-,-,+,-,-,+,+,+,-,-,-,-,-,-,+,+
I382,s576758,-,-,-,+,-,-,-,+,+,-,-,+,+,-,-,+,+,+,+,-,+,+,-
I382,s5088448,+,-,-,+,+,-,+,+,-,+,-,-,+,-,-,+,+,-,-,-,-,-,-
I382,s2394278,-,+,-,-,+,-,-,+,-,-,-,+,-,-,-,+,-,+,-,-,+,+,-
I382,s263280,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,+,+,+,-,-,-,-
I383,s7553555,+,+,+,-,-,+,+,-,+,-,-,-,-,+,-,-,-,-,+,-,-,+,+
I383,s1403008,-,-,+,-,+,-,+,-,+,+,-,+,-,-,-,+,-,-,-,-,-,-,-
I383,s2903840,-,+,-,+,+,-,-,-,+,-,-,+,+,+,+,-,-,+,-,-,-,-,-
I383,s893627,-,-,-,+,+,-,+,+,-,+,-,-,-,+,-,+,-,+,+,+,-,+,+
I383,s1585780,-,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,+,+,+,-,+,-,-
I383,s5024499,+,-,-,+,+,-,-,+,-,+,-,+,-,+,-,+,+,+,+,-,-,+,+
I383,s3025561,-,+,-,+,+,+,-,-,-,+,-,+,-,+,-,+,-,-,+,+,-,-,+
I383,s809655,-,-,-,+,+,-,-,-,+,-,+,+,-,+,-,+,-,+,+,-,+,+,+
I383,s3198574,-,+,+,-,-,-,-,+,+,-,-,+,+,+,-,-,+,+,-,+,+,+,-
I383,s1226119,-,-,+,-,-,+,-,+,-,+,+,-,+,-,+,+,-,-,-,-,+,+,+
I383,s4197188,+,-,-,-,-,-,-,-,-,-,-,+,-,+,+,-,+,-,-,-,+,-,-
I383,s7338911,+,+,-,+,+,+,+,+,+,+,+,+,-,+,+,+,-,-,+,+,+,+,+
I383,s6201174,+,-,+,+,+,+,-,+,-,-,+,+,+,+,+,-,+,-,+,-,+,+,-
I383,s685181,-,-,-,+,-,+,-,-,+,+,+,-,+,-,-,-,+,+,+,+,+,-,+
I383,s5592474,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+,+,-,-,+,+,-,+,-
I383,s888255,-,-,-,+,+,-,+,+,-,-,-,+,+,-,+,+,-,+,+,+,+,+,+
I383,s2490049,-,+,-,-,+,-,+,+,+,+,+,+,+,+,-,+,+,-,-,-,-,-,+
I383,s7580655,+,+,+,-,-,+,+,+,-,+,-,+,-,+,+,+,+,+,-,+,+,+,+
I383,s3351603,-,+,+,-,-,+,+,-,-,+,-,-,+,-,-,-,-,+,+,-,-,+,+
I383,s1846108,-,-,+,+,+,-,-,-,-,+,-,+,-,+,+,-,+,-,+,+,+,-,-
I383,s4695727,+,-,-,-,+,+,+,+,-,+,-,-,+,+,-,+,-,+,-,+,+,+,+
I383,s347259,-,-,-,-,+,-,+,-,+,-,-,+,+,-,-,-,+,+,+,+,-,+,+
I383,s2574798,-,+,-,-,+,+,+,-,+,-,-,+,-,-,+,+,+,-,-,+,+,+,-
I383,s2662168,-,+,-,+,-,-,-,+,-,-,+,+,+,+,+,-,-,-,+,+,-,-,-
I383,s6274246,+,-,+,+,+,+,+,+,-,+,+,+,+,-,-,+,+,-,-,-,+,+,-
I384,s2586895,-,+,-,-,+,+,+,-,+,+,+,+,-,-,+,-,-,-,-,+,+,+,+
I384,s62748,-,-,-,-,-,-,-,+,+,+,+,-,+,-,+,-,-,-,+,+,+,-,-
I384,s3436408,-,+,+,-,+,-,-,-,+,+,-,+,+,+,+,-,+,+,+,+,-,-,-
I384,s1091100,-,-,+,-,-,-,-,+,-,+,-,-,+,+,-,-,-,-,+,+,+,-,-
I384,s5831932,+,-,+,+,-,-,-,+,+,+,+,+,+,-,-,+,+,+,+,+,+,-,-
I384,s5518967,+,-,+,-,+,-,-,-,-,+,+,-,+,+,-,-,+,+,+,-,+,+,+
I384,s5394677,+,-,+,-,-,+,-,-,+,-,+,-,-,-,-,+,+,+,+,-,+,-,+
I384,s6097784,+,-,+,+,+,-,+,-,-,-,-,+,-,+,+,-,+,+,+,+,-,-,-
I384,s5760764,+,-,+,-,+,+,+,+,+,+,-,-,+,+,-,+,+,+,+,+,+,-,-
I384,s1410975,-,-,+,-,+,-,+,+,-,-,-,-,+,+,+,+,-,-,+,+,+,+,+
I384,s6440317,+,+,-,-,-,+,-,-,+,-,-,-,+,-,+,-,+,+,+,+,+,-,+
I384,s1635475,-,-,+,+,-,-,-,+,+,+,+,-,+,-,-,+,-,-,+,-,-,+,+
I384,s1859624,-,-,+,+,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,+,-,-,-
I384,s950250,-,-,-,+,+,+,-,-,+,+,+,+,+,+,+,+,+,+,-,+,-,+,-
I384,s273400,-,-,-,-,+,-,-,-,-,+,-,+,-,+,+,+,+,+,+,+,-,-,-
I384,s3923445,-,+,+,+,-,+,+,+,+,-,+,+,+,-,+,+,+,+,+,-,+,-,+
I384,s3887391,-,+,+,+,-,+,+,-,+,-,+,-,-,-,+,-,-,-,+,+,+,+,+
I384,s5196357,+,-,-,+,+,+,+,-,+,-,-,+,-,+,-,-,+,-,-,-,+,-,+
I384,s374324,-,-,-,-,+,-,+,+,-,+,+,-,+,+,-,-,-,+,+,-,+,-,-
I384,s7930378,+,+,+,+,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,+,-,+,-
I384,s7735791,+,+,+,-,+,+,-,-,-,-,-,+,-,-,+,+,+,+,-,+,+,+,+
