,Language_Name,Num_Segments,Sum_Balance,Num_Contrastive_Features,Order_Name,Sum_Balance_1,Sum_Balance_2,Sum_Balance_3,Sum_Balance_4,Sum_Balance_5,Sum_Balance_6,Sum_Balance_7,Sum_Balance_8,Sum_Balance_9,Sum_Balance_10,Sum_Balance_11,Sum_Balance_12,Sum_Balance_13,Sum_Balance_14,Sum_Balance_15,Sum_Balance_16,Sum_Balance_17,Sum_Balance_18,Sum_Balance_19,Sum_Balance_20,Sum_Balance_21,Sum_Balance_22,Sum_Balance_23,Sum_Balance_24,Sum_Balance_25,Sum_Balance_26,Sum_Balance_27,Sum_Balance_28,Sum_Balance_29,Feature_Depth_1,Feature_Depth_2,Feature_Depth_3,Feature_Depth_4,Feature_Depth_5,Feature_Depth_6,Feature_Depth_7,Feature_Depth_8,Feature_Depth_9,Feature_Depth_10,Feature_Depth_11,Feature_Depth_12,Feature_Depth_13,Feature_Depth_14,Feature_Depth_15,Feature_Depth_16,Feature_Depth_17,Feature_Depth_18,Feature_Depth_19,Feature_Depth_20,Feature_Depth_21,Feature_Depth_22,Feature_Depth_23,Feature_Depth_24,Feature_Depth_25,Feature_Depth_26,Feature_Depth_27,Feature_Depth_28,Feature_Depth_29,Subinventory_Size_1,Subinventory_Size_2,Subinventory_Size_3,Subinventory_Size_4,Subinventory_Size_5,Subinventory_Size_6,Subinventory_Size_7,Subinventory_Size_8,Subinventory_Size_9,Subinventory_Size_10,Subinventory_Size_11,Subinventory_Size_12,Subinventory_Size_13,Subinventory_Size_14,Subinventory_Size_15,Subinventory_Size_16,Subinventory_Size_17,Subinventory_Size_18,Subinventory_Size_19,Subinventory_Size_20,Subinventory_Size_21,Subinventory_Size_22,Subinventory_Size_23,Subinventory_Size_24,Subinventory_Size_25,Subinventory_Size_26,Subinventory_Size_27,Subinventory_Size_28,Subinventory_Size_29,Sum_Balance_By_Feature_Height1,Sum_Balance_By_Feature_Height2,Sum_Balance_By_Feature_Height29,Sum_Balance_By_Feature_Height28,Sum_Balance_By_Feature_Height8,Sum_Balance_By_Feature_Height16,Sum_Balance_By_Feature_Height10,Sum_Balance_By_Feature_Height14,Sum_Balance_By_Feature_Height20,Sum_Balance_By_Feature_Height12,Sum_Balance_By_Feature_Height7,Sum_Balance_By_Feature_Height21,Sum_Balance_By_Feature_Height13,Sum_Balance_By_Feature_Height5,Sum_Balance_By_Feature_Height26,Sum_Balance_By_Feature_Height6,Sum_Balance_By_Feature_Height11,Sum_Balance_By_Feature_Height25,Sum_Balance_By_Feature_Height4,Sum_Balance_By_Feature_Height22,Sum_Balance_By_Feature_Height15,Sum_Balance_By_Feature_Height3,Sum_Balance_By_Feature_Height27,Sum_Balance_By_Feature_Height18,Sum_Balance_By_Feature_Height24,Sum_Balance_By_Feature_Height17,Sum_Balance_By_Feature_Height19,Sum_Balance_By_Feature_Height23,Sum_Balance_By_Feature_Height9
1652,I166,9,6,6,O3,,,,,,3,,6,,,4,,,,0,9,,,,,,,,,,5,,,,,,,,,3,,0,,,1,,,,5,2,,,,,,,,,,4,,,,,,,,,7,,9,,,9,,,,2,8,,,,,,,,,,6,,,,,,,,1.0,2.0,,,,,,,,,2.0,1.0,0.0,,,,0.0,,,,,,,,
1653,I166,9,3,4,O4,,,,,,,,,,3,,,1,4,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,9,,,8,9,,,9,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,1.0,,,,,,,,,,,,,0.0,,,
1654,I166,9,6,5,O5,,,,,,,,0,,,,7,,,,,,,,6,,,,,8,,,0,,,,,,,,,3,,,,1,,,,,,,,0,,,,,2,,,4,,,,,,,,,5,,,,9,,,,,,,,9,,,,,8,,,4,,,,,0.0,0.0,,,,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,
1655,I166,9,9,7,O6,,5,,9,,,4,,,,,,,,,7,,,,,0,,,,,,,4,3,,4,,0,,,1,,,,,,,,,5,,,,,6,,,,,,,3,2,,5,,9,,,9,,,,,,,,,4,,,,,2,,,,,,,6,8,,1.0,0.0,1.0,,3.0,,,,,0.0,0.0,,,,,,,1.0,,,,,,,,,,
1656,I166,9,7,5,O7,,,5,,,,,,,,,,1,,,,0,,,,7,,,0,,,,,,,,1,,,,,,,,,,2,,,,3,,,,0,,,4,,,,,,,,9,,,,,,,,,,8,,,,5,,,,9,,,2,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,1.0,,,0.0,0.0,,,
1657,I166,9,3,5,O8,,,0,,8,,,0,,,,,,3,,,,,,,8,,,,,,,,,,,3,,1,,,4,,,,,,0,,,,,,,2,,,,,,,,,,,6,,9,,,2,,,,,,9,,,,,,,9,,,,,,,,,,,,,0.0,,,0.0,,,,2.0,,2.0,,,,,,,,0.0,,,,,,,
1658,I166,9,6,6,O9,,,,,,,,,,,,6,,,,0,,7,,9,,0,,,,7,,,,,,,,,,,,,,,0,,,,4,,2,,3,,5,,,,1,,,,,,,,,,,,,,,9,,,,4,,8,,6,,2,,,,9,,,,,,,,,0.0,,,3.0,1.0,,,,,1.0,,,,,0.0,,,,1.0,,,,,
1659,I166,9,6,5,O10,,,,5,,3,,6,,,,,,,8,,,,,,,,,,,,5,,,,,,4,,1,,0,,,,,,,2,,,,,,,,,,,,3,,,,,,4,,9,,9,,,,,,,8,,,,,,,,,,,,5,,,,,,,1.0,,,,,,,,,,,0.0,,,5.0,,2.0,,2.0,,,,,,
1660,I167,9,6,5,O1,6,7,6,,6,,7,,,,,,,,,,,,,,,,,,,,,,,0,1,2,,3,,4,,,,,,,,,,,,,,,,,,,,,,,9,9,8,,4,,2,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,7.0,,,3.0,,,,,,,,2.0,,,,,,,
1661,I167,9,6,6,O2,,,,,,,,,,,,,,,,,,,,0,,,,0,,14,10,6,6,,,,,,,,,,,,,,,,,,,,5,,,,4,,3,2,1,0,,,,,,,,,,,,,,,,,,,,2,,,,3,,6,9,9,9,,,1.0,1.0,,,,,0.0,,,,,,4.0,,,,,,,,2.0,,0.0,,,,
1662,I167,9,6,6,O3,,,,,,0,,6,,,9,,,,,1,,,,,,0,,0,,,,,,,,,,,4,,0,,,1,,,,,2,,,,,,5,,3,,,,,,,,,,,3,,9,,,9,,,,,8,,,,,,2,,7,,,,,,,,,,1.0,0.0,,,,,,,,,,0.0,1.0,,,0.0,,,,,0.0,,,,
1663,I167,9,14,7,O4,,,,,0,,,,,14,,,18,9,,,6,0,,0,,,,,,,,,,,,,,4,,,,,0,,,3,1,,,2,6,,5,,,,,,,,,,,,,,4,,,,,9,,,6,9,,,7,2,,3,,,,,,,,,,,,,,,,2.0,1.0,0.0,,,,4.0,0.0,,,,,,,,,,0.0,,1.0,,,
1664,I167,9,6,5,O5,,,,,,,,0,,,,4,,,,,,,,6,,,,,1,,,0,,,,,,,,,3,,,,1,,,,,,,,0,,,,,2,,,4,,,,,,,,,4,,,,9,,,,,,,,9,,,,,8,,,2,,,,,0.0,0.0,,,,1.0,1.0,,,,,,,,0.0,,,,,,,,,,,
1665,I167,9,10,6,O6,,0,,10,,,9,,,,,,,,,0,,,,,,,,,,,,0,7,,4,,0,,,1,,,,,,,,,5,,,,,,,,,,,,3,2,,4,,9,,,9,,,,,,,,,2,,,,,,,,,,,,7,9,,0.0,1.0,0.0,,0.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,
1666,I167,9,7,6,O7,,,5,,,,,,,,,7,3,,,,5,,,,7,,,0,,,,,,,,1,,,,,,,,,4,2,,,,3,,,,0,,,5,,,,,,,,9,,,,,,,,,4,8,,,,5,,,,9,,,2,,,,,,,,,,,,,,,3.0,,1.0,0.0,,,,,,,,,1.0,,,0.0,1.0,,,
1667,I167,9,10,6,O8,,,4,,6,,,,,,,,,10,0,,,,,,3,5,,,,,,,,,,3,,1,,,,,,,,,0,5,,,,,,2,4,,,,,,,,,,7,,9,,,,,,,,,9,2,,,,,,7,6,,,,,,,,,,,,,,,1.0,,,,0.0,,1.0,,,,,,2.0,0.0,1.0,,,,,,,
1668,I167,9,6,5,O9,,,,,,,,,,,,6,,,,,,1,,2,,0,,,,3,,,,,,,,,,,,,,,0,,,,,,2,,3,,4,,,,1,,,,,,,,,,,,,,,9,,,,,,8,,7,,2,,,,9,,,,,,,,,,,,1.0,1.0,,,,,0.0,,,,,0.0,,,,0.0,,,,,
1669,I167,9,6,5,O10,,,,0,,4,,6,,,,,,,3,,,,,,,,,,,,0,,,,,,4,,1,,0,,,,,,,2,,,,,,,,,,,,3,,,,,,2,,9,,9,,,,,,,8,,,,,,,,,,,,6,,,,,,,1.0,,,,,,,,,,,1.0,,,0.0,,1.0,,0.0,,,,,,
1670,I168,9,6,5,O1,6,6,6,8,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,9,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,3.0,,,,,4.0,,,2.0,,,,,,,
1671,I168,9,9,5,O2,,,,,,,,,,,,,,,,,,,,,,0,0,,,3,5,,9,,,,,,,,,,,,,,,,,,,,,,4,3,,,2,1,,0,,,,,,,,,,,,,,,,,,,,,,2,3,,,8,9,,9,,,1.0,,,,,,,,,,,,1.0,,,,,0.0,,,1.0,,,,,0.0,
1672,I168,9,3,6,O3,,,,,,7,,3,,,6,,,,,9,,,,,,0,,6,,,,,,,,,,,4,,0,,,1,,,,,2,,,,,,5,,3,,,,,,,,,,,4,,9,,,9,,,,,9,,,,,,2,,6,,,,,,,,,,0.0,2.0,,,,,,,,,,3.0,1.0,,,0.0,,,,,2.0,,,,
1673,I168,9,7,5,O4,,,,,0,,,,,7,,,,6,,,5,,,0,,,,,,,,,,,,,,3,,,,,0,,,,1,,,2,,,4,,,,,,,,,,,,,,3,,,,,9,,,,9,,,8,,,2,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,0.0,,,,,,,,,,,,1.0,,,
1674,I168,9,3,4,O5,,,,,,,,0,,,,4,,,,,,,,3,,,,,4,,,,,,,,,,,,3,,,,1,,,,,,,,0,,,,,2,,,,,,,,,,,,6,,,,9,,,,,,,,9,,,,,9,,,,,,,,,0.0,,,,0.0,1.0,,,,,,,,2.0,,,,,,,,,,,
1675,I168,9,9,5,O6,,5,,9,,,9,,,,,,,,,0,,,,,,,,,,,,,8,,3,,0,,,1,,,,,,,,,4,,,,,,,,,,,,,2,,5,,9,,,9,,,,,,,,,4,,,,,,,,,,,,,8,,2.0,2.0,,,0.0,,,,,2.0,,,,,,,,1.0,,,,,,,,,,
1676,I168,9,3,5,O7,,,6,,,,,,,,,,5,,,,5,,,,3,,,,0,,,,,,,1,,,,,,,,,,2,,,,3,,,,0,,,,4,,,,,,,9,,,,,,,,,,9,,,,6,,,,9,,,,2,,,,,,,,,,,,,,,,0.0,1.0,,,,,0.0,,,,1.0,,,,2.0,,,
1677,I168,9,6,4,O8,,,1,,7,,,,,,,,,6,,,,,,,4,,,,,,,,,,,3,,1,,,,,,,,,0,,,,,,,2,,,,,,,,,,,8,,9,,,,,,,,,9,,,,,,,9,,,,,,,,,,,,,,,,1.0,,,,2.0,,2.0,,,,,,,,1.0,,,,,,,
1678,I168,9,3,6,O9,,,,,,,0,,,,,3,,,,0,,9,,3,,,,,,5,,,,,,,,,,5,,,,,0,,,,4,,2,,3,,,,,,1,,,,,,,,,,2,,,,,9,,,,6,,9,,8,,,,,,9,,,,,,,,,0.0,,,1.0,0.0,0.0,,,,1.0,,,,,,,,,2.0,,,,,
1679,I168,9,3,5,O10,,,,0,,2,,3,,,,,,,1,,,,,,,,,,,,3,,,,,,4,,1,,0,,,,,,,2,,,,,,,,,,,,3,,,,,,2,,9,,9,,,,,,,9,,,,,,,,,,,,8,,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,,0.0,,1.0,,,,,,
1680,I169,10,4,4,O1,4,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,
1681,I169,10,10,5,O2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,4,10,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,5,9,10,10,,,2.0,1.0,,,,,,,,,,,0.0,,,0.0,,,,,1.0,,,,,,
1682,I169,10,7,6,O3,,,,,,,,7,,,6,,,,0,8,,,,,,,,12,,0,,,,,,,,,,,0,,,1,,,,5,2,,,,,,,,3,,4,,,,,,,,,,,10,,,10,,,,2,10,,,,,,,,7,,4,,,,,,,,1.0,2.0,,,,,,,,,0.0,,1.0,,,,0.0,,,,4.0,,,,
1683,I169,10,7,7,O4,,,,,10,,,,,7,,,8,8,,,4,0,,8,,,,,,,,,,,,,,4,,,,,0,,,3,1,,,2,6,,5,,,,,,,,,,,,,,6,,,,,10,,,7,10,,,10,2,,4,,,,,,,,,,,,,,,,1.0,1.0,4.0,,,,2.0,3.0,,,,,,,,,,0.0,,0.0,,,
1684,I169,10,15,6,O5,,,,,,,,0,,,,10,,,,,,,,15,,,,,11,0,,0,,,,,,,,,3,,,,1,,,,,,,,0,,,,,2,5,,4,,,,,,,,,6,,,,10,,,,,,,,10,,,,,10,2,,5,,,,,0.0,0.0,,,,2.0,2.0,,,,,0.0,,,2.0,,,,,,,,,,,
1685,I169,10,9,5,O6,,0,,9,,,11,,,,,,,,,,,,,,,,,,,,,2,5,,4,,0,,,1,,,,,,,,,,,,,,,,,,,,,3,2,,2,,10,,,10,,,,,,,,,,,,,,,,,,,,,7,8,,0.0,1.0,1.0,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,
1686,I169,10,8,7,O7,,,8,,,,,,,,,0,0,,,,0,,,,8,,,0,0,,,,,,,1,,,,,,,,,5,2,,,,3,,,,0,,,6,4,,,,,,,10,,,,,,,,,4,9,,,,7,,,,10,,,2,6,,,,,,,,,,,,,,0.0,,1.0,0.0,,,,,0.0,,,,1.0,,,0.0,0.0,,,
1687,I169,10,4,6,O8,,,6,,5,,,,,,,,0,4,,,,,,,4,0,,,,,,,,,,3,,1,,,,,,,,5,0,,,,,,,2,4,,,,,,,,,,8,,10,,,,,,,,2,10,,,,,,,10,4,,,,,,,,,,,,,,,0.0,,,,1.0,0.0,1.0,,,,,,0.0,,2.0,,,,,,,
1688,I169,10,8,7,O9,,,,,0,,,,,,,8,,,,0,,12,0,8,,,,,,8,,,,,,,,5,,,,,,,0,,,,4,,2,6,3,,,,,,1,,,,,,,,3,,,,,,,10,,,,4,,9,2,6,,,,,,10,,,,,,,,,0.0,,,2.0,1.0,,,,0.0,1.0,,,,,,,,,2.0,,,0.0,,
1689,I169,10,11,5,O10,,,,0,,7,,11,,,,,,,4,,,,,,,,,,,,2,,,,,,4,,1,,0,,,,,,,2,,,,,,,,,,,,3,,,,,,2,,10,,10,,,,,,,8,,,,,,,,,,,,7,,,,,,,2.0,,,,,,,,,,,1.0,,,0.0,,1.0,,1.0,,,,,,
1690,I170,10,8,5,O1,8,7,6,3,,,,8,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,,,,4,,,,,,,,,,,,,,,,,,,,,,10,10,9,9,,,,2,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,8.0,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,
1691,I170,10,6,5,O2,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,6,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,8,8,10,10,,,1.0,0.0,,,,,,,,,,,2.0,,,0.0,,,,,1.0,,,,,,
1692,I170,10,8,6,O3,,,,,,6,,8,,,6,,,,0,8,,,,,,,,10,,,,,,,,,,,4,,0,,,1,,,,5,2,,,,,,,,3,,,,,,,,,,,5,,10,,,10,,,,2,10,,,,,,,,5,,,,,,,,,,1.0,2.0,,,,,,,,,,3.0,1.0,,,,0.0,,,,3.0,,,,
1693,I170,10,5,6,O4,,,,,0,,,,,5,,,0,6,,,5,,,0,,,,,,,,,,,,,,4,,,,,0,,,3,1,,,2,,,5,,,,,,,,,,,,,,4,,,,,10,,,6,10,,,9,,,2,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,0.0,0.0,,,,,,,,,,,,1.0,,,
1694,I170,10,10,5,O5,,,,,,,,4,,,,5,,,0,,,,,10,,,,,6,,,,,,,,,,,,3,,,,1,,,4,,,,,0,,,,,2,,,,,,,,,,,,5,,,,10,,,2,,,,,10,,,,,9,,,,,,,,,2.0,,,,2.0,1.0,,,,,,,,2.0,,,0.0,,,,,,,,
1695,I170,10,8,5,O6,,,,8,,,7,,,,,,,,,0,,,,,,,,,,,,1,3,,,,0,,,1,,,,,,,,,4,,,,,,,,,,,,3,2,,,,10,,,10,,,,,,,,,2,,,,,,,,,,,,5,9,,,1.0,0.0,,0.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,
1696,I170,10,12,5,O7,,,11,,,,,,,,,,9,,,,5,,,,12,,,,6,,,,,,,1,,,,,,,,,,2,,,,3,,,,0,,,,4,,,,,,,10,,,,,,,,,,8,,,,6,,,,10,,,,4,,,,,,,,,,,,,,,,2.0,3.0,,,,,6.0,,,,2.0,,,,2.0,,,
1697,I170,10,12,7,O8,,,5,,4,,,,,,,,0,12,0,,,,,,4,8,,,,,,,,,,3,,1,,,,,,,,6,0,5,,,,,,2,4,,,,,,,,,,8,,10,,,,,,,,2,10,3,,,,,,9,5,,,,,,,,,,,,,,,1.0,,,,0.0,0.0,0.0,,,,,,2.0,0.0,1.0,,,,,,,
1698,I170,10,4,4,O9,,,,,,,,,,,,4,,,,,,1,,0,,,,,,7,,,,,,,,,,,,,,,0,,,,,,2,,3,,,,,,1,,,,,,,,,,,,,,,10,,,,,,10,,6,,,,,,10,,,,,,,,,,,,0.0,1.0,,,,,2.0,,,,,,,,,0.0,,,,,
1699,I170,10,7,5,O10,,,,6,,6,,7,,,,,,,6,,,,,,,,,,,,4,,,,,,4,,1,,0,,,,,,,2,,,,,,,,,,,,3,,,,,,4,,10,,10,,,,,,,9,,,,,,,,,,,,7,,,,,,,1.0,,,,,,,,,,,1.0,,,6.0,,2.0,,2.0,,,,,,
1700,I171,10,11,7,O1,11,6,2,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,4,,5,6,,,,,,,,,,,,,,,,,,,,,,10,10,9,6,6,,4,2,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0.0,,,,,,0.0,,,0.0,,,,,0.0,,,0.0,,,,,,,
1701,I171,10,9,5,O2,,,,,,,,,,,,,,,,,,,,,,,,8,,9,2,4,9,,,,,,,,,,,,,,,,,,,,,,,,4,,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,2,,7,8,10,10,,,1.0,1.0,,,,,,,,,,,4.0,,,,,,,,0.0,,8.0,,,,
1702,I171,10,6,6,O3,,,,,,13,,6,,,10,,,,,8,,,,,,,,10,,0,,,,,,,,,4,,0,,,1,,,,,2,,,,,,,,3,,5,,,,,,,,,6,,10,,,10,,,,,8,,,,,,,,8,,4,,,,,,,,1.0,2.0,,,,,,,,,0.0,6.0,2.0,,,,,,,,3.0,,,,
1703,I171,10,7,7,O4,,,,,,,,,,7,,,0,8,,0,3,0,,0,,,,,,,,,,,,,,,,,,,0,,,3,1,,5,2,6,,4,,,,,,,,,,,,,,,,,,,10,,,7,10,,4,9,2,,5,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,0.0,,0.0,,,
1704,I171,10,9,6,O5,,,,,,,,7,,,,9,,,,,,,,9,,,,,7,0,,6,,,,,,,,,3,,,,1,,,,,,,,0,,,,,2,5,,4,,,,,,,,,7,,,,10,,,,,,,,10,,,,,8,2,,6,,,,,3.0,2.0,,,,1.0,1.0,,,,,0.0,,,1.0,,,,,,,,,,,
1705,I171,10,4,5,O6,,,,4,,,3,,,,,,,,,0,,,,,,,,,,,,0,0,,,,0,,,1,,,,,,,,,4,,,,,,,,,,,,3,2,,,,10,,,10,,,,,,,,,2,,,,,,,,,,,,4,10,,,0.0,0.0,,0.0,,,,,0.0,,,,,,,,0.0,,,,,,,,,,
1706,I171,10,15,8,O7,,,10,0,,,,,,,,0,3,,,,1,,,,15,,,0,1,,,,,,,1,7,,,,,,,,5,2,,,,3,,,,0,,,6,4,,,,,,,10,2,,,,,,,,5,9,,,,7,,,,10,,,3,6,,,,,,,,,,,,,,0.0,,1.0,0.0,,,,,0.0,0.0,,,1.0,,,0.0,0.0,,,
1707,I171,10,11,6,O8,,,0,,9,,,,,,,,,11,0,,,,,,3,0,,,,,,,,,,3,,1,,,,,,,,,0,5,,,,,,2,4,,,,,,,,,,7,,10,,,,,,,,,10,2,,,,,,8,5,,,,,,,,,,,,,,,1.0,,,,0.0,,1.0,,,,,,0.0,0.0,0.0,,,,,,,
1708,I171,10,12,6,O9,,,,,,,,,,,,12,,,,7,,9,,10,,8,,,,8,,,,,,,,,,,,,,,0,,,,4,,2,,3,,5,,,,1,,,,,,,,,,,,,,,10,,,,4,,8,,6,,2,,,,10,,,,,,,,,3.0,,,3.0,2.0,,,,,1.0,,,,,8.0,,,,2.0,,,,,
1709,I171,10,4,5,O10,,,,,,3,0,4,,,,,,,3,,,,,,,,,,,,0,,,,,,,,1,4,0,,,,,,,2,,,,,,,,,,,,3,,,,,,,,10,2,10,,,,,,,10,,,,,,,,,,,,4,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,1.0,,0.0,,,,,,
1710,I172,10,4,5,O1,4,2,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,6,4,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,1.0,,,,,,,
1711,I172,10,7,6,O2,,,,,,,,,,,,,,,,,,,,,,,0,,0,11,8,4,7,,,,,,,,,,,,,,,,,,,,,,,5,,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,2,,4,8,9,10,10,,,1.0,0.0,,,,,,,,,,,3.0,,,0.0,,,,,2.0,,,,,0.0,
1712,I172,10,5,5,O3,,,,,,,,5,,,7,,,,,7,,,,,,0,,6,,,,,,,,,,,,,0,,,1,,,,,2,,,,,,4,,3,,,,,,,,,,,,,10,,,10,,,,,9,,,,,,2,,6,,,,,,,,,,1.0,2.0,,,,,,,,,,,1.0,,,0.0,,,,,3.0,,,,
1713,I172,10,8,5,O4,,,,,0,,,,,8,,,0,9,,,2,,,,,,,,,,,,,,,,,4,,,,,0,,,3,1,,,2,,,,,,,,,,,,,,,,,4,,,,,10,,,5,10,,,9,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,
1714,I172,10,7,5,O5,,,,,,,,0,,,,3,,,,,,,,7,,,,,3,,,0,,,,,,,,,3,,,,1,,,,,,,,0,,,,,2,,,4,,,,,,,,,6,,,,10,,,,,,,,10,,,,,9,,,4,,,,,0.0,0.0,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,
1715,I172,10,11,6,O6,,0,,11,,,5,,,,,,,,,0,,,,,,,,,,,,1,2,,4,,0,,,1,,,,,,,,,5,,,,,,,,,,,,3,2,,4,,10,,,10,,,,,,,,,2,,,,,,,,,,,,6,10,,0.0,0.0,0.0,,0.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,
1716,I172,10,7,6,O7,,,2,,,,,,,,,0,1,,,,0,,,,7,,,,0,,,,,,,1,,,,,,,,,5,2,,,,3,,,,0,,,,4,,,,,,,10,,,,,,,,,2,9,,,,7,,,,10,,,,5,,,,,,,,,,,,,,0.0,,1.0,0.0,,,,,0.0,,,,0.0,,,,0.0,,,
1717,I172,10,10,5,O8,,,4,,5,,,,,,,,,10,,,,,,,8,0,,,,,,,,,,3,,1,,,,,,,,,0,,,,,,,2,4,,,,,,,,,,7,,10,,,,,,,,,10,,,,,,,10,2,,,,,,,,,,,,,,,2.0,,,,2.0,,1.0,,,,,,0.0,,2.0,,,,,,,
1718,I172,10,7,6,O9,,,,,,,0,,,,,7,,,,,,9,,8,,0,,,,9,,,,,,,,,,5,,,,,0,,,,,,2,,3,,4,,,,1,,,,,,,,,,2,,,,,10,,,,,,9,,6,,4,,,,10,,,,,,,,,,,,2.0,1.0,0.0,,,,1.0,,,,,0.0,,,,2.0,,,,,
1719,I172,10,8,6,O10,,,,1,,7,,8,,,,,,,3,,0,,,,,,,,,,5,,,,,,4,,1,,0,,,,,,,2,,5,,,,,,,,,,3,,,,,,5,,10,,10,,,,,,,9,,2,,,,,,,,,,6,,,,,,,1.0,,,,,,,,,,,1.0,,,0.0,,0.0,,1.0,,,0.0,,,
1720,I173,10,4,5,O1,4,7,2,4,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,7,4,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,6.0,,,,,2.0,,,0.0,,,,,,,
1721,I173,10,7,6,O2,,,,,,,,,,,,,,,,,,,,,,0,,,0,4,10,4,7,,,,,,,,,,,,,,,,,,,,,,5,,,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,2,,,4,9,10,10,10,,,1.0,0.0,,,,,,,,,,,1.0,,,0.0,,0.0,,,2.0,,,,,,
1722,I173,10,8,5,O3,,,,,,6,,8,,,9,,,,,7,,,,,,,,6,,,,,,,,,,,4,,0,,,1,,,,,2,,,,,,,,3,,,,,,,,,,,4,,10,,,10,,,,,9,,,,,,,,5,,,,,,,,,,1.0,2.0,,,,,,,,,,6.0,2.0,,,,,,,,3.0,,,,
1723,I173,10,7,5,O4,,,,,0,,,,,7,,,5,9,,,6,,,,,,,,,,,,,,,,,4,,,,,0,,,3,1,,,2,,,,,,,,,,,,,,,,,4,,,,,10,,,7,10,,,10,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,2.0,0.0,,,,,,,,,,,,2.0,,,
1724,I173,10,11,6,O5,,,,,,,,2,,,,4,,,,,,,,11,,,,,2,0,,4,,,,,,,,,3,,,,1,,,,,,,,0,,,,,2,5,,4,,,,,,,,,9,,,,9,,,,,,,,10,,,,,9,2,,5,,,,,2.0,0.0,,,,1.0,0.0,,,,,0.0,,,0.0,,,,,,,,,,,
1725,I173,10,4,7,O6,,7,,4,,,6,,,,,,,,,8,,,,,0,,,,,,,6,8,,4,,0,,,1,,,,,,,,,5,,,,,6,,,,,,,3,2,,6,,10,,,10,,,,,,,,,4,,,,,2,,,,,,,8,10,,2.0,1.0,1.0,,4.0,,,,,1.0,0.0,,,,,,,0.0,,,,,,,,,,
1726,I173,10,7,5,O7,,,7,,,,,,,,,0,4,,,,0,,,,7,,,,,,,,,,,1,,,,,,,,,4,2,,,,3,,,,0,,,,,,,,,,,10,,,,,,,,,2,9,,,,7,,,,10,,,,,,,,,,,,,,,,,,0.0,,1.0,1.0,,,,,,,,,1.0,,,,0.0,,,
1727,I173,10,7,5,O8,,,4,,4,,,,,,,,,7,,,,,,,8,4,,,,,,,,,,3,,1,,,,,,,,,0,,,,,,,2,4,,,,,,,,,,7,,10,,,,,,,,,10,,,,,,,9,6,,,,,,,,,,,,,,,1.0,,,,2.0,,1.0,,,,,,4.0,,2.0,,,,,,,
