"SEGMENT","ALTERNATE_NAMES","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29"
"S1","I219","+","+","-","-","+","-","+","+","-","+","-","-","-","+","+","-","-","-","-","-","-","-","+","+","+","+","-","-","-"
"S2","I219","-","+","+","-","+","-","+","+","-","-","+","+","-","+","+","+","+","+","+","+","+","+","+","-","-","-","-","+","+"
"S3","I219","+","-","+","+","+","-","+","-","+","-","+","+","+","+","+","+","-","-","-","-","+","+","-","+","+","-","+","+","+"
"S4","I219","+","+","+","-","+","-","+","-","-","+","-","-","+","+","+","+","-","+","-","+","+","-","-","+","-","+","+","+","-"
"S5","I219","+","+","-","+","-","+","-","+","-","-","-","-","+","-","+","+","+","-","+","-","-","+","+","+","+","+","-","+","+"
"S6","I219","-","-","-","+","-","-","+","-","+","-","+","+","-","+","-","+","+","+","+","-","-","-","-","+","+","-","+","+","-"
"S7","I219","+","-","+","+","-","-","-","-","-","+","+","+","-","-","+","+","-","-","-","-","+","+","-","+","+","+","-","-","-"
"S8","I219","+","-","+","-","+","+","+","+","+","+","-","+","+","-","-","+","+","-","+","+","-","+","+","+","-","-","-","+","-"
"S9","I219","-","-","+","-","+","-","-","-","-","+","-","-","-","-","+","+","+","+","-","-","+","+","-","-","-","+","-","-","-"
"S10","I219","-","+","+","+","-","+","+","+","+","-","-","-","-","-","-","+","-","+","+","+","-","-","-","-","+","+","-","+","-"
"S11","I219","-","+","-","+","-","+","+","+","-","+","+","+","+","+","+","-","+","-","+","+","-","-","-","-","-","-","-","-","+"
"S12","I219","-","+","+","+","+","+","+","+","+","+","+","-","+","-","-","-","+","-","-","+","+","-","+","+","+","+","-","+","-"
"S1","I220","+","-","+","+","+","-","-","-","+","-","+","+","+","-","+","-","-","+","-","-","+","-","+","-","+","+","+","+","-"
"S2","I220","-","+","-","+","-","-","-","-","-","+","-","-","-","-","+","+","-","+","+","-","-","-","+","+","+","+","-","-","+"
"S3","I220","-","+","-","-","-","+","+","-","-","+","-","+","-","-","+","-","-","+","-","-","+","+","+","-","-","-","+","-","-"
"S4","I220","+","+","-","-","-","+","+","-","+","-","+","-","+","+","-","+","-","-","-","-","+","-","+","-","+","-","-","+","-"
"S5","I220","+","-","-","-","-","+","+","-","+","+","+","+","+","+","-","+","-","-","+","+","-","-","-","-","-","-","+","+","-"
"S6","I220","-","-","+","-","+","-","-","+","-","-","-","-","+","-","+","+","+","+","+","-","+","-","+","+","-","-","+","-","-"
"S7","I220","-","-","+","-","-","-","+","-","+","-","-","+","-","+","+","-","+","+","+","+","-","-","-","-","+","+","-","-","+"
"S8","I220","+","-","+","+","-","-","-","+","-","-","-","+","+","+","+","-","-","-","-","+","-","-","-","+","-","-","+","+","-"
"S9","I220","+","+","-","+","+","+","-","+","+","-","+","-","-","+","+","-","-","-","-","+","+","+","+","+","+","-","+","-","+"
"S10","I220","+","-","+","-","-","+","+","+","+","+","-","+","-","+","+","-","+","-","+","-","+","+","+","+","+","+","+","+","-"
"S11","I220","+","+","-","-","-","-","+","+","-","-","-","+","+","-","+","+","+","+","-","+","+","+","+","-","+","-","-","+","+"
"S12","I220","-","-","-","+","-","+","-","+","-","-","-","+","-","+","-","+","+","+","+","-","-","-","-","-","-","+","+","+","+"
"S1","I221","+","+","-","+","-","-","+","+","+","+","+","+","+","-","-","-","-","-","+","+","+","+","+","-","+","-","-","-","-"
"S2","I221","+","+","-","+","+","+","-","+","-","+","-","+","-","+","+","+","+","+","+","-","+","-","+","+","-","+","-","-","-"
"S3","I221","-","-","-","+","-","-","-","-","-","+","+","-","+","+","+","+","-","+","-","-","+","+","-","+","+","-","+","-","+"
"S4","I221","-","-","+","+","-","+","+","-","-","-","+","-","-","-","+","+","+","-","-","-","+","-","-","-","+","-","+","-","+"
"S5","I221","+","-","+","+","-","+","+","-","+","-","-","+","-","+","-","+","+","+","-","+","+","+","+","-","-","-","+","+","+"
"S6","I221","-","-","+","-","+","-","-","+","+","-","-","-","+","-","-","+","+","+","+","-","+","-","-","-","-","-","-","+","-"
"S7","I221","-","-","+","-","+","-","+","+","-","+","-","-","+","+","+","+","-","+","-","+","-","-","-","+","-","+","+","+","-"
"S8","I221","-","+","+","-","-","-","+","+","-","+","+","+","+","+","+","+","+","+","+","-","+","+","+","+","-","+","-","-","+"
"S9","I221","-","-","-","-","+","-","-","+","+","-","-","-","-","-","-","-","-","-","+","+","-","-","-","-","-","-","-","-","+"
"S10","I221","-","+","-","-","+","-","+","-","+","-","-","+","+","+","+","-","-","+","+","+","-","-","+","-","-","+","+","-","+"
"S11","I221","+","-","+","-","+","-","-","-","-","+","+","+","+","+","+","+","-","+","+","+","+","+","-","+","-","+","+","+","+"
"S12","I221","+","+","+","-","-","+","+","+","+","+","-","-","+","+","+","+","+","+","+","-","-","+","-","-","+","+","-","-","+"
"S1","I222","-","-","-","-","+","+","-","+","+","+","-","-","-","+","-","+","-","+","-","+","-","-","+","-","-","-","-","+","+"
"S2","I222","+","+","+","+","-","+","+","-","-","+","+","+","+","+","+","+","-","-","-","+","-","+","+","-","+","-","-","-","+"
"S3","I222","-","+","-","-","-","-","-","+","-","-","-","-","-","-","+","-","-","-","-","-","-","-","-","-","+","-","-","-","+"
"S4","I222","+","+","+","-","+","+","+","+","-","+","-","+","-","-","-","+","-","-","-","+","+","-","-","-","-","+","+","+","+"
"S5","I222","+","-","+","-","+","-","+","-","+","+","-","+","+","-","-","+","-","-","+","-","+","+","+","+","+","-","-","-","-"
"S6","I222","-","-","+","-","+","+","-","-","-","-","-","+","+","-","+","-","+","-","-","+","+","-","-","+","+","-","-","+","+"
"S7","I222","+","+","-","+","+","-","+","-","+","+","+","-","+","+","+","-","+","+","+","-","+","-","+","-","-","-","-","+","+"
"S8","I222","+","+","+","+","-","+","+","-","-","-","+","+","+","-","+","-","+","+","-","-","+","+","+","+","+","-","-","+","+"
"S9","I222","+","+","+","-","-","-","-","+","+","-","-","+","+","-","+","-","-","+","+","+","-","+","-","-","+","+","-","+","-"
"S10","I222","+","+","+","+","-","-","-","+","+","-","+","-","-","+","-","-","+","-","+","-","-","-","+","+","+","+","-","-","-"
"S11","I222","+","-","-","+","+","-","-","+","-","-","-","+","+","+","-","+","+","-","-","-","-","-","+","-","-","+","+","-","+"
"S12","I222","+","-","-","-","-","-","-","-","+","-","+","-","+","+","+","+","-","+","-","+","-","-","+","-","-","-","+","+","+"
"S1","I223","-","-","-","+","-","+","+","+","-","-","+","-","+","-","-","+","+","+","+","-","-","+","+","-","-","+","+","-","-"
"S2","I223","+","-","+","-","-","+","+","-","-","-","+","+","+","-","-","+","-","-","+","+","+","-","-","+","+","+","+","+","+"
"S3","I223","+","-","+","-","-","-","-","+","-","-","+","-","-","+","+","+","-","+","+","-","-","+","-","+","-","+","-","+","+"
"S4","I223","-","+","-","-","+","+","-","+","-","-","+","-","-","-","-","-","-","-","-","-","-","+","-","-","+","-","+","+","+"
"S5","I223","-","-","-","+","+","-","+","-","-","-","+","+","-","+","+","-","+","+","-","+","-","-","-","-","+","+","-","+","+"
"S6","I223","-","+","-","+","+","-","-","-","-","+","-","-","+","+","-","+","+","-","+","-","+","-","+","+","-","+","-","+","+"
"S7","I223","+","-","-","-","-","-","-","+","-","-","-","-","-","+","+","+","-","-","+","-","+","+","-","-","+","+","-","+","+"
"S8","I223","+","-","+","+","-","+","-","+","+","+","-","-","-","-","-","-","-","+","-","+","+","+","+","+","-","+","+","-","-"
"S9","I223","+","-","-","+","+","+","-","+","+","+","-","+","-","+","-","+","-","-","+","+","-","+","+","-","-","-","-","+","+"
"S10","I223","-","+","+","+","-","+","+","+","+","+","-","+","+","-","-","+","-","+","+","+","-","+","-","+","-","+","-","-","+"
"S11","I223","-","+","+","+","-","+","+","-","+","-","-","+","-","+","-","-","-","+","-","+","+","+","+","-","-","-","+","+","+"
"S12","I223","+","+","+","+","+","-","-","+","+","+","+","+","-","+","-","-","-","-","+","+","+","+","+","-","+","-","-","-","-"
"S1","I224","+","-","+","+","+","-","-","+","+","-","+","+","+","-","+","-","+","-","-","+","+","+","-","-","-","+","-","+","+"
"S2","I224","-","-","-","-","+","-","+","+","-","-","+","+","+","-","-","-","+","-","+","-","-","-","-","+","-","+","+","+","+"
"S3","I224","+","-","-","+","+","-","-","+","-","+","+","+","-","-","+","+","-","+","+","+","-","+","+","+","-","+","+","+","+"
"S4","I224","+","-","-","-","-","+","+","-","-","+","+","+","-","-","+","-","+","-","+","+","-","-","-","-","-","-","+","+","-"
"S5","I224","+","+","+","+","-","+","-","+","-","-","+","-","+","-","+","-","-","+","-","-","-","+","-","+","+","-","-","+","+"
"S6","I224","+","+","+","+","+","+","+","-","+","-","-","+","-","-","-","+","-","+","+","-","-","+","+","+","-","+","+","-","-"
"S7","I224","-","+","-","-","-","-","-","+","+","-","-","-","-","-","+","+","-","-","+","-","+","+","+","-","+","+","-","-","+"
"S8","I224","-","-","-","-","-","+","+","+","-","+","+","-","-","-","-","-","+","-","-","-","-","-","-","-","+","-","+","-","+"
"S9","I224","+","-","+","+","-","+","+","-","-","+","+","-","-","+","-","-","+","-","+","+","+","+","+","+","-","-","+","+","+"
"S10","I224","+","+","-","-","+","-","-","+","+","-","+","+","-","-","-","+","-","+","+","+","+","+","+","+","-","+","+","-","+"
"S11","I224","-","-","-","-","+","-","+","+","-","+","-","+","-","-","-","+","+","+","+","-","+","-","+","+","-","-","+","-","+"
"S12","I224","+","+","+","+","+","-","+","+","+","+","-","+","-","-","-","-","+","+","-","-","+","-","-","-","-","+","+","+","+"
"S1","I225","-","+","-","-","-","-","-","-","-","-","+","-","-","-","+","-","+","+","+","+","+","+","-","+","-","+","-","-","-"
"S2","I225","-","-","+","-","-","-","-","+","+","-","+","-","+","+","+","+","+","+","-","-","-","+","+","-","+","+","-","+","+"
"S3","I225","+","-","-","-","-","+","-","+","-","-","-","+","-","-","+","+","+","+","+","-","+","+","-","-","+","+","-","+","-"
"S4","I225","+","+","+","-","-","-","-","+","+","+","-","+","+","-","-","-","+","-","+","+","-","-","-","-","+","+","-","-","-"
"S5","I225","-","-","+","-","-","+","+","-","-","+","-","-","+","-","+","-","-","-","-","-","-","+","+","+","+","-","-","+","-"
"S6","I225","-","+","-","-","+","-","-","-","-","-","-","-","-","-","-","-","+","-","-","-","+","+","+","-","+","+","+","-","-"
"S7","I225","+","+","+","-","-","+","+","+","-","-","+","-","-","+","+","-","+","+","-","-","+","-","-","-","+","+","+","+","+"
"S8","I225","-","-","+","-","-","+","+","+","-","-","-","+","+","+","-","-","+","-","+","+","-","-","+","+","-","+","-","-","-"
"S9","I225","+","+","+","+","-","+","+","+","+","-","-","+","+","+","-","-","-","-","-","+","-","-","-","-","-","-","-","-","+"
"S10","I225","+","+","+","-","+","-","+","-","-","-","-","+","+","-","+","+","+","+","+","-","+","-","-","+","+","+","-","-","-"
"S11","I225","+","+","+","+","+","-","+","+","+","+","-","+","+","+","+","-","-","-","+","-","-","-","-","-","+","-","+","-","+"
"S12","I225","+","-","+","+","-","-","+","-","+","-","-","-","+","+","-","+","-","-","-","-","+","+","-","-","+","+","+","+","-"
"S1","I226","-","-","-","-","-","+","-","+","+","-","+","-","-","-","+","-","-","+","+","-","+","+","+","+","+","-","+","-","-"
"S2","I226","-","-","+","+","-","+","+","+","-","+","-","-","+","-","-","+","-","+","+","+","-","+","+","+","+","-","-","+","+"
"S3","I226","-","-","-","-","-","-","-","-","+","-","+","+","-","+","-","+","-","+","-","+","-","-","+","+","+","-","-","+","+"
"S4","I226","-","+","+","-","+","-","+","+","+","-","-","+","-","-","+","-","-","-","-","+","-","-","-","+","-","-","+","+","+"
"S5","I226","+","+","+","-","-","+","+","-","+","-","-","+","-","-","-","+","+","+","-","-","+","-","+","+","+","+","+","-","+"
"S6","I226","-","-","+","-","+","-","-","-","+","-","+","+","-","-","+","-","-","-","+","+","-","+","+","+","+","-","+","-","-"
"S7","I226","+","+","+","-","-","-","+","-","-","+","+","+","+","-","+","-","+","-","+","-","+","+","-","+","+","+","-","-","-"
"S8","I226","-","-","+","+","-","+","-","-","+","+","-","+","-","-","-","-","-","+","-","+","-","+","-","-","+","+","+","-","-"
"S9","I226","-","+","-","-","-","-","-","-","+","-","+","+","-","-","-","+","+","+","+","+","-","-","-","-","-","+","-","+","-"
"S10","I226","-","-","+","-","+","+","-","-","-","+","-","+","+","-","+","+","-","-","+","+","+","+","+","+","+","+","+","-","-"
"S11","I226","+","+","+","-","-","-","+","+","-","-","+","+","+","+","+","-","+","-","-","-","+","-","-","-","-","+","-","+","+"
"S12","I226","-","+","-","+","-","+","+","-","+","-","-","+","-","-","-","-","+","+","-","-","-","+","-","+","-","-","-","-","-"
"S1","I227","+","-","+","+","+","+","+","+","+","+","-","+","-","-","+","-","+","-","-","-","-","-","-","+","-","-","+","-","+"
"S2","I227","+","+","+","+","-","+","+","+","-","+","-","+","-","+","-","+","-","+","+","-","+","+","+","+","-","-","+","-","+"
"S3","I227","-","+","-","+","-","-","+","+","+","-","+","+","+","-","+","+","-","-","-","+","+","+","-","-","+","+","-","+","+"
"S4","I227","-","+","-","-","-","-","-","-","-","-","+","-","-","-","-","+","+","-","+","-","+","+","-","-","+","-","+","+","+"
"S5","I227","+","-","-","-","+","-","-","+","-","-","+","-","+","+","-","-","-","+","-","-","+","-","-","+","+","+","-","+","-"
"S6","I227","-","+","-","-","+","+","-","+","+","+","+","+","+","+","+","+","-","-","-","-","+","+","-","-","-","-","+","-","+"
"S7","I227","+","-","+","-","-","-","-","-","-","-","+","+","+","-","-","-","-","+","+","-","-","-","-","+","-","+","+","-","-"
"S8","I227","+","-","+","-","-","-","+","-","+","+","+","+","-","+","+","+","+","-","-","+","+","-","+","-","-","+","+","+","-"
"S9","I227","+","-","-","-","-","-","+","-","+","-","-","-","+","-","+","+","-","+","+","+","+","-","-","+","+","+","-","+","+"
"S10","I227","-","+","+","+","-","-","-","-","+","-","+","-","-","-","-","-","-","-","-","-","+","+","+","-","+","-","+","-","-"
"S11","I227","+","+","-","-","+","-","-","+","-","+","-","+","-","-","+","-","+","-","-","+","+","+","+","-","-","+","+","-","-"
"S12","I227","+","-","+","+","-","+","+","-","-","+","+","+","-","-","-","-","-","+","-","+","+","+","-","-","+","-","+","+","-"
"S1","I228","+","+","-","+","-","+","+","-","+","+","-","+","-","+","+","+","-","-","-","+","+","+","+","+","+","+","+","-","-"
"S2","I228","-","-","+","+","-","+","+","-","-","-","-","+","-","-","+","-","-","+","-","+","+","+","-","+","-","+","+","-","-"
"S3","I228","-","+","-","-","+","-","-","-","+","+","-","+","+","-","+","-","+","-","-","+","-","+","-","+","+","-","+","+","-"
"S4","I228","+","-","+","+","-","-","-","-","-","-","+","-","+","-","+","+","-","+","+","-","-","-","+","-","-","-","+","+","+"
"S5","I228","-","-","+","+","-","-","-","-","+","+","-","-","-","+","+","+","-","-","+","-","-","-","-","-","-","-","+","+","-"
"S6","I228","+","+","+","-","-","+","-","-","+","-","-","+","+","-","+","-","-","+","-","+","+","+","+","-","-","-","-","+","+"
"S7","I228","-","-","+","-","-","-","-","-","+","-","-","-","+","-","-","+","+","-","-","+","-","-","-","-","+","+","-","+","+"
"S8","I228","+","-","+","+","-","-","+","-","+","+","-","-","+","+","+","-","-","-","+","-","+","+","+","+","-","-","-","+","-"
"S9","I228","+","-","-","+","-","+","+","-","-","+","-","-","-","-","-","-","-","+","+","+","-","+","+","+","-","-","-","-","-"
"S10","I228","+","+","+","+","-","-","+","-","-","-","-","-","-","+","-","+","-","-","+","-","-","-","+","+","+","-","+","-","+"
"S11","I228","-","-","-","-","+","-","-","-","+","-","+","+","+","-","-","+","-","+","-","+","+","-","-","-","-","+","-","-","-"
"S12","I228","+","+","+","+","+","+","-","-","-","-","-","+","+","+","-","+","+","-","-","+","+","+","+","-","+","+","+","+","-"
"S1","I229","+","+","+","+","+","-","+","+","-","+","-","+","+","-","+","-","-","-","+","-","-","-","-","-","-","-","+","+","+"
"S2","I229","-","-","+","-","-","-","-","-","+","+","+","+","-","+","+","-","-","-","+","-","-","-","+","+","-","+","+","+","+"
"S3","I229","+","+","+","-","+","-","+","-","+","-","-","+","-","+","+","+","+","+","+","-","+","+","-","+","-","+","+","-","-"
"S4","I229","-","+","-","-","-","-","+","-","+","+","-","-","+","+","+","+","-","-","+","+","+","-","+","+","+","-","-","-","+"
"S5","I229","+","+","-","+","-","-","-","-","+","-","-","-","-","-","-","+","+","-","+","-","+","+","+","+","-","+","-","+","-"
"S6","I229","-","+","-","+","-","-","-","-","+","-","-","-","-","+","-","+","-","-","-","+","+","-","+","+","-","+","-","+","-"
"S7","I229","-","-","+","-","+","+","+","+","-","+","+","-","-","+","+","-","+","+","+","-","-","+","-","-","+","+","-","-","-"
"S8","I229","-","-","-","+","-","-","-","-","-","-","-","+","+","+","+","-","+","-","+","-","+","-","-","+","-","-","-","-","+"
"S9","I229","+","+","-","-","-","-","+","-","+","-","+","-","+","-","-","-","-","+","-","+","-","-","+","+","+","+","-","-","-"
"S10","I229","+","+","-","+","+","+","-","+","+","-","+","+","-","+","+","-","+","-","+","-","-","+","-","+","-","+","-","+","-"
"S11","I229","-","-","-","+","+","-","-","-","-","+","-","-","-","+","-","-","-","-","+","-","+","-","-","-","-","-","-","-","-"
"S12","I229","-","-","+","-","+","+","-","+","+","+","+","+","+","+","+","+","+","+","+","-","+","+","-","-","+","-","+","+","-"
"S1","I230","-","+","-","+","-","+","+","-","-","-","-","-","+","-","+","-","+","-","+","+","+","+","+","-","+","-","-","-","+"
"S2","I230","-","-","-","+","+","+","-","+","-","-","+","+","+","+","-","+","+","+","+","-","-","+","+","+","-","-","+","+","+"
"S3","I230","-","+","-","+","-","+","-","+","+","-","-","-","+","+","-","-","-","-","+","-","-","+","+","+","-","-","+","+","-"
"S4","I230","+","-","+","-","+","+","-","-","+","+","-","-","-","-","+","-","-","+","-","-","-","-","+","+","-","-","-","-","+"
"S5","I230","+","-","-","+","-","+","+","+","-","+","-","-","+","-","+","-","-","-","+","+","-","-","+","+","+","+","+","+","+"
"S6","I230","-","+","-","+","-","-","+","-","-","-","-","-","+","+","-","-","+","-","-","-","-","+","-","-","+","+","+","-","-"
"S7","I230","+","-","-","-","+","-","+","+","+","+","-","+","-","-","+","+","-","-","+","+","+","-","+","-","+","+","-","-","+"
"S8","I230","-","-","-","+","+","+","+","+","-","+","+","-","+","+","-","-","+","+","+","-","-","-","-","+","+","-","-","+","+"
"S9","I230","-","-","-","+","-","+","+","+","-","+","+","+","-","+","-","-","-","+","+","-","+","+","+","-","-","+","-","+","+"
